WaterbodyID,Length,Maturity
00051SPAT,357,0
00051SPAT,380,0
00051SPAT,350,0
00051SPAT,366,0
00051SPAT,324,0
00051SPAT,365,0
00051SPAT,228,0
00051SPAT,298,0
00051SPAT,362,0
00051SPAT,360,1
00051SPAT,330,0
00051SPAT,325,1
00051SPAT,280,1
00725STUL,876,1
00725STUL,457,0
00725STUL,926,1
00725STUL,921,1
00725STUL,892,1
00725STUL,885,1
00725STUL,860,1
00725STUL,858,1
00725STUL,852,1
00725STUL,846,1
00725STUL,795,1
00725STUL,791,1
00725STUL,790,1
00725STUL,785,1
00725STUL,780,1
00725STUL,777,1
00725STUL,770,1
00725STUL,752,1
00725STUL,705,1
00725STUL,699,1
00725STUL,685,0
00725STUL,679,0
00725STUL,667,1
00725STUL,653,0
00725STUL,643,0
00725STUL,624,0
00725STUL,620,1
00725STUL,556,0
00725STUL,507,0
00725STUL,505,0
00725STUL,484,1
00725STUL,479,0
00725STUL,470,0
00725STUL,460,1
00725STUL,460,1
00725STUL,454,1
00725STUL,450,0
00725STUL,445,0
00725STUL,441,1
00725STUL,440,1
00725STUL,435,0
00725STUL,430,1
00725STUL,430,1
00725STUL,424,1
00725STUL,424,1
00725STUL,423,0
00725STUL,420,1
00725STUL,415,0
00725STUL,415,1
00725STUL,414,0
00725STUL,414,0
00725STUL,413,0
00725STUL,410,0
00725STUL,410,0
00725STUL,410,0
00725STUL,409,0
00725STUL,398,0
00725STUL,395,0
00725STUL,390,1
00725STUL,382,0
00725STUL,378,1
00725STUL,375,0
00725STUL,368,0
00725STUL,363,0
00725STUL,355,0
00725STUL,341,1
00725STUL,332,1
00725STUL,327,1
00725STUL,289,0
00725STUL,288,0
00725STUL,860,0
00725STUL,398,0
00725STUL,973,1
00725STUL,942,1
00725STUL,925,1
00725STUL,908,1
00725STUL,906,1
00725STUL,887,1
00725STUL,874,1
00725STUL,808,1
00725STUL,698,0
00725STUL,647,1
00725STUL,646,1
00725STUL,640,1
00725STUL,604,1
00725STUL,566,0
00725STUL,560,1
00725STUL,538,0
00725STUL,535,0
00725STUL,513,1
00725STUL,501,1
00725STUL,481,1
00725STUL,478,1
00725STUL,469,0
00725STUL,449,0
00725STUL,446,0
00725STUL,432,1
00725STUL,427,0
00725STUL,415,1
00725STUL,404,0
00725STUL,395,0
00725STUL,386,1
00725STUL,354,0
00725STUL,335,0
00725STUL,326,0
00725STUL,281,1
00725STUL,281,0
00725STUL,213,1
00725STUL,209,1
00725STUL,200,0
00725STUL,170,1
00725STUL,927,1
00725STUL,902,1
00725STUL,902,1
00725STUL,902,1
00725STUL,876,1
00725STUL,870,1
00725STUL,864,1
00725STUL,864,1
00725STUL,832,1
00725STUL,800,1
00725STUL,787,1
00725STUL,762,1
00725STUL,724,1
00725STUL,641,1
00725STUL,622,1
00725STUL,622,0
00725STUL,622,0
00725STUL,609,0
00725STUL,980,1
00725STUL,910,1
00725STUL,895,0
00725STUL,885,1
00725STUL,878,1
00725STUL,875,1
00725STUL,865,1
00725STUL,865,1
00725STUL,860,1
00725STUL,858,0
00725STUL,855,1
00725STUL,838,0
00725STUL,835,1
00725STUL,832,1
00725STUL,830,1
00725STUL,825,1
00725STUL,820,1
00725STUL,816,1
00725STUL,815,1
00725STUL,807,0
00725STUL,802,1
00725STUL,800,1
00725STUL,800,1
00725STUL,798,1
00725STUL,795,1
00725STUL,795,1
00725STUL,795,1
00725STUL,785,1
00725STUL,780,1
00725STUL,778,1
00725STUL,775,1
00725STUL,775,1
00725STUL,760,1
00725STUL,746,1
00725STUL,745,1
00725STUL,742,1
00725STUL,738,0
00725STUL,737,1
00725STUL,735,1
00725STUL,712,1
00725STUL,700,1
00725STUL,685,1
00725STUL,678,1
00725STUL,676,1
00725STUL,675,1
00725STUL,667,1
00725STUL,666,1
00725STUL,665,0
00725STUL,665,1
00725STUL,645,1
00725STUL,524,0
00725STUL,490,0
00725STUL,358,0
00725STUL,920,0
00725STUL,905,0
00725STUL,905,1
00725STUL,875,1
00725STUL,875,1
00725STUL,865,1
00725STUL,862,1
00725STUL,855,1
00725STUL,840,1
00725STUL,835,1
00725STUL,825,1
00725STUL,815,1
00725STUL,795,0
00725STUL,780,1
00725STUL,750,1
00725STUL,740,1
00725STUL,720,1
00725STUL,650,1
00725STUL,640,1
00725STUL,630,1
00725STUL,255,0
00435TURN,630,0
00435TURN,525,0
00435TURN,520,0
00435TURN,515,0
00435TURN,512,0
00435TURN,490,0
00435TURN,410,0
00435TURN,360,0
00435TURN,345,0
00435TURN,842,1
00435TURN,780,1
00435TURN,726,1
00435TURN,721,0
00435TURN,690,1
00435TURN,685,1
00435TURN,684,1
00435TURN,673,0
00435TURN,654,1
00435TURN,652,0
00435TURN,640,1
00435TURN,634,1
00435TURN,629,1
00435TURN,629,0
00435TURN,621,1
00435TURN,612,1
00435TURN,598,0
00435TURN,578,1
00435TURN,577,0
00435TURN,574,0
00435TURN,570,1
00435TURN,565,0
00435TURN,554,1
00435TURN,553,0
00435TURN,552,0
00435TURN,550,0
00435TURN,544,0
00435TURN,540,1
00435TURN,535,1
00435TURN,530,1
00435TURN,526,1
00435TURN,524,0
00435TURN,512,1
00435TURN,511,0
00435TURN,511,0
00435TURN,509,0
00435TURN,502,0
00435TURN,499,1
00435TURN,499,0
00435TURN,498,1
00435TURN,495,0
00435TURN,492,1
00435TURN,491,1
00435TURN,490,0
00435TURN,489,0
00435TURN,488,0
00435TURN,488,0
00435TURN,484,1
00435TURN,484,1
00435TURN,480,1
00435TURN,480,0
00435TURN,479,0
00435TURN,478,1
00435TURN,475,0
00435TURN,472,1
00435TURN,470,1
00435TURN,469,0
00435TURN,467,0
00435TURN,465,0
00435TURN,461,1
00435TURN,455,0
00435TURN,455,0
00435TURN,454,0
00435TURN,451,0
00435TURN,450,0
00435TURN,450,1
00435TURN,449,0
00435TURN,445,0
00435TURN,444,0
00435TURN,435,0
00435TURN,434,0
00435TURN,433,0
00435TURN,432,0
00435TURN,430,0
00435TURN,425,0
00435TURN,417,0
00435TURN,398,0
00435TURN,395,0
00435TURN,306,0
01251LKEC,503,1
01251LKEC,500,1
01251LKEC,486,1
01251LKEC,477,0
01251LKEC,475,1
01251LKEC,475,1
01251LKEC,470,1
01251LKEC,465,1
01251LKEC,463,1
01251LKEC,458,1
01251LKEC,457,1
01251LKEC,457,0
01251LKEC,451,1
01251LKEC,450,0
01251LKEC,449,1
01251LKEC,445,1
01251LKEC,445,1
01251LKEC,438,1
01251LKEC,435,1
01251LKEC,428,1
01251LKEC,427,1
01251LKEC,427,1
01251LKEC,425,1
01251LKEC,423,0
01251LKEC,409,1
01251LKEC,402,1
01251LKEC,763,1
01251LKEC,610,0
01251LKEC,581,1
01251LKEC,561,0
01251LKEC,540,1
01251LKEC,539,1
01251LKEC,526,1
01251LKEC,514,0
01251LKEC,510,1
01251LKEC,506,1
01251LKEC,480,1
01251LKEC,480,1
01251LKEC,475,1
01251LKEC,474,1
01251LKEC,462,0
01251LKEC,460,1
01251LKEC,460,1
01251LKEC,455,0
01251LKEC,454,1
01251LKEC,449,0
01251LKEC,445,1
01251LKEC,445,0
01251LKEC,443,1
01251LKEC,438,1
01251LKEC,435,1
01251LKEC,435,1
01251LKEC,434,1
01251LKEC,433,1
01251LKEC,430,1
01251LKEC,430,1
01251LKEC,429,0
01251LKEC,429,0
01251LKEC,429,1
01251LKEC,428,1
01251LKEC,427,1
01251LKEC,426,1
01251LKEC,425,0
01251LKEC,425,0
01251LKEC,425,1
01251LKEC,424,0
01251LKEC,423,1
01251LKEC,422,1
01251LKEC,420,1
01251LKEC,419,1
01251LKEC,418,0
01251LKEC,418,1
01251LKEC,415,1
01251LKEC,415,0
01251LKEC,415,1
01251LKEC,415,0
01251LKEC,412,0
01251LKEC,411,0
01251LKEC,410,1
01251LKEC,410,0
01251LKEC,406,0
01251LKEC,405,1
01251LKEC,405,1
01251LKEC,405,0
01251LKEC,403,0
01251LKEC,402,0
01251LKEC,400,1
01251LKEC,397,1
01251LKEC,397,1
01251LKEC,395,1
01251LKEC,395,1
01251LKEC,394,1
01251LKEC,390,1
01251LKEC,390,1
01251LKEC,390,0
01251LKEC,390,1
01251LKEC,389,0
01251LKEC,389,1
01251LKEC,386,1
01251LKEC,386,1
01251LKEC,385,1
01251LKEC,385,1
01251LKEC,385,1
01251LKEC,385,0
01251LKEC,384,0
01251LKEC,383,0
01251LKEC,380,0
01251LKEC,375,0
01251LKEC,372,0
01251LKEC,372,0
01251LKEC,368,0
01251LKEC,368,0
01251LKEC,367,0
01251LKEC,366,0
01251LKEC,366,0
01251LKEC,365,0
01251LKEC,365,0
01251LKEC,363,0
01251LKEC,362,0
01251LKEC,361,0
01251LKEC,360,1
01251LKEC,360,1
01251LKEC,360,0
01251LKEC,356,0
01251LKEC,356,0
01251LKEC,355,0
01251LKEC,351,0
01251LKEC,350,0
01251LKEC,349,0
01251LKEC,345,0
01251LKEC,345,0
01251LKEC,342,0
01251LKEC,342,0
01251LKEC,341,0
01251LKEC,337,0
01251LKEC,336,0
01251LKEC,333,0
01251LKEC,332,0
01251LKEC,330,0
01251LKEC,328,0
01251LKEC,328,0
01251LKEC,327,0
01251LKEC,325,1
01251LKEC,324,0
01251LKEC,324,0
01251LKEC,321,0
01251LKEC,320,0
01251LKEC,320,0
01251LKEC,320,0
01251LKEC,315,0
01251LKEC,313,0
01251LKEC,313,0
01251LKEC,306,0
01251LKEC,306,0
01251LKEC,302,0
01251LKEC,300,0
01251LKEC,290,0
01251LKEC,275,0
01251LKEC,265,0
01251LKEC,245,0
YT_Dezadeash,700,1
YT_Dezadeash,630,1
YT_Dezadeash,590,1
YT_Dezadeash,590,1
YT_Dezadeash,555,1
YT_Dezadeash,540,0
YT_Dezadeash,540,1
YT_Dezadeash,523,1
YT_Dezadeash,522,1
YT_Dezadeash,498,0
YT_Dezadeash,490,1
YT_Dezadeash,450,0
YT_Dezadeash,440,0
YT_Dezadeash,580,1
YT_Dezadeash,515,1
YT_Dezadeash,719,1
YT_Dezadeash,639,0
YT_Dezadeash,625,0
YT_Dezadeash,624,1
YT_Dezadeash,610,1
YT_Dezadeash,589,1
YT_Dezadeash,571,1
YT_Dezadeash,560,0
YT_Dezadeash,545,1
YT_Dezadeash,531,0
YT_Dezadeash,522,1
YT_Dezadeash,512,0
YT_Dezadeash,512,1
YT_Dezadeash,490,1
YT_Dezadeash,484,0
YT_Dezadeash,657,1
YT_Dezadeash,650,1
YT_Dezadeash,633,1
YT_Dezadeash,629,1
YT_Dezadeash,625,1
YT_Dezadeash,620,1
YT_Dezadeash,610,1
YT_Dezadeash,600,1
YT_Dezadeash,589,1
YT_Dezadeash,555,1
YT_Dezadeash,763,1
YT_Dezadeash,759,1
YT_Dezadeash,750,1
YT_Dezadeash,750,1
YT_Dezadeash,747,1
YT_Dezadeash,740,1
YT_Dezadeash,737,1
YT_Dezadeash,725,1
YT_Dezadeash,724,1
YT_Dezadeash,711,0
YT_Dezadeash,701,1
YT_Dezadeash,685,1
YT_Dezadeash,682,1
YT_Dezadeash,676,1
YT_Dezadeash,667,1
YT_Dezadeash,660,1
YT_Dezadeash,650,1
YT_Dezadeash,645,1
YT_Dezadeash,645,1
YT_Dezadeash,645,1
YT_Dezadeash,640,1
YT_Dezadeash,638,1
YT_Dezadeash,628,1
YT_Dezadeash,620,1
YT_Dezadeash,604,1
YT_Dezadeash,604,1
YT_Dezadeash,595,0
YT_Dezadeash,580,1
YT_Dezadeash,577,1
YT_Dezadeash,565,1
YT_Dezadeash,562,1
YT_Dezadeash,556,1
YT_Dezadeash,547,1
YT_Dezadeash,545,1
YT_Dezadeash,500,1
YT_Dezadeash,464,1
01240MDEA,130,0
01240MDEA,489,0
01240MDEA,456,0
01240MDEA,320,0
01240MDEA,174,0
01240MDEA,181,0
01240MDEA,445,0
01240MDEA,401,0
01240MDEA,182,0
01240MDEA,409,0
01240MDEA,498,0
01240MDEA,457,0
01240MDEA,135,0
01240MDEA,133,0
01240MDEA,143,0
01240MDEA,193,0
01240MDEA,182,0
01240MDEA,219,0
01240MDEA,389,0
01240MDEA,223,0
01240MDEA,179,0
01240MDEA,224,0
01240MDEA,256,0
01240MDEA,276,0
01240MDEA,255,0
01240MDEA,280,0
01240MDEA,258,0
01240MDEA,252,0
01240MDEA,296,0
01240MDEA,378,1
01240MDEA,386,0
01240MDEA,234,0
01240MDEA,396,1
01240MDEA,458,0
01240MDEA,400,0
01240MDEA,555,1
01240MDEA,213,0
01240MDEA,420,1
01240MDEA,400,0
01240MDEA,395,0
01240MDEA,340,0
01240MDEA,345,1
01240MDEA,235,0
01240MDEA,375,1
01240MDEA,220,0
01240MDEA,240,0
01240MDEA,485,0
01240MDEA,660,0
01240MDEA,190,0
01240MDEA,710,1
01240MDEA,220,0
01240MDEA,430,0
01240MDEA,405,1
01240MDEA,375,1
01240MDEA,295,0
01240MDEA,390,1
01240MDEA,360,1
01240MDEA,382,1
01240MDEA,385,1
01240MDEA,390,1
01240MDEA,540,1
01240MDEA,910,1
01240MDEA,355,0
01240MDEA,200,0
01240MDEA,190,0
01240MDEA,470,0
01240MDEA,415,0
01240MDEA,748,1
01240MDEA,502,1
01240MDEA,478,1
01240MDEA,457,0
01240MDEA,455,0
01240MDEA,450,0
01240MDEA,445,1
01240MDEA,440,1
01240MDEA,438,0
01240MDEA,433,0
01240MDEA,432,1
01240MDEA,425,0
01240MDEA,425,0
01240MDEA,424,1
01240MDEA,422,0
01240MDEA,420,0
01240MDEA,415,0
01240MDEA,415,1
01240MDEA,415,0
01240MDEA,415,0
01240MDEA,410,0
01240MDEA,410,0
01240MDEA,410,0
01240MDEA,405,0
01240MDEA,404,0
01240MDEA,402,0
01240MDEA,400,0
01240MDEA,400,1
01240MDEA,396,1
01240MDEA,395,0
01240MDEA,394,0
01240MDEA,391,1
01240MDEA,390,0
01240MDEA,390,0
01240MDEA,389,1
01240MDEA,389,0
01240MDEA,384,1
01240MDEA,381,1
01240MDEA,380,1
01240MDEA,380,1
01240MDEA,379,0
01240MDEA,378,0
01240MDEA,375,0
01240MDEA,375,0
01240MDEA,373,0
01240MDEA,370,1
01240MDEA,370,1
01240MDEA,370,0
01240MDEA,370,0
01240MDEA,369,0
01240MDEA,367,1
01240MDEA,367,0
01240MDEA,364,0
01240MDEA,363,1
01240MDEA,358,0
01240MDEA,340,0
01240MDEA,318,0
01240MDEA,270,0
01240MDEA,265,0
01240MDEA,254,0
01240MDEA,235,0
01240MDEA,230,0
01240MDEA,230,0
01240MDEA,220,0
01240MDEA,214,0
01240MDEA,205,0
01240MDEA,188,0
01240MDEA,378,0
01240MDEA,355,0
01240MDEA,415,1
01240MDEA,373,0
01240MDEA,384,0
01240MDEA,379,0
01240MDEA,375,0
01240MDEA,362,0
01240MDEA,385,0
01240MDEA,370,0
01240MDEA,240,0
01240MDEA,368,0
01240MDEA,335,0
01240MDEA,360,0
01240MDEA,341,0
01240MDEA,342,0
01240MDEA,377,0
01240MDEA,325,0
01240MDEA,376,1
01240MDEA,368,0
01240MDEA,278,0
01240MDEA,360,0
01240MDEA,316,0
01240MDEA,285,0
01240MDEA,323,0
01240MDEA,352,0
01240MDEA,382,0
01240MDEA,300,0
01240MDEA,332,0
01240MDEA,365,0
01240MDEA,395,0
01240MDEA,394,0
01240MDEA,387,0
01240MDEA,395,0
01240MDEA,398,0
01240MDEA,354,0
01240MDEA,363,0
01240MDEA,393,0
01240MDEA,279,0
01240MDEA,372,0
01240MDEA,410,0
01240MDEA,400,0
01240MDEA,355,0
01240MDEA,450,1
01240MDEA,485,0
01240MDEA,340,0
01240MDEA,345,1
01240MDEA,490,0
01240MDEA,550,0
01240MDEA,400,1
01240MDEA,400,0
01240MDEA,555,1
01240MDEA,380,1
01240MDEA,720,1
01240MDEA,420,1
01240MDEA,415,1
01240MDEA,400,1
01240MDEA,390,1
01240MDEA,490,0
01240MDEA,370,0
01240MDEA,345,0
01240MDEA,440,0
01240MDEA,490,1
01240MDEA,385,1
01240MDEA,430,1
01240MDEA,375,1
01240MDEA,485,0
01240MDEA,710,1
01240MDEA,575,0
01240MDEA,385,1
01240MDEA,380,1
01240MDEA,392,0
01240MDEA,360,1
01240MDEA,550,1
01240MDEA,395,1
01240MDEA,605,0
01240MDEA,385,1
01240MDEA,390,1
01240MDEA,375,1
01240MDEA,290,1
01240MDEA,405,1
01240MDEA,405,1
01240MDEA,435,0
01240MDEA,400,1
01240MDEA,345,0
01240MDEA,395,0
01240MDEA,370,1
01240MDEA,370,0
01240MDEA,213,0
01240MDEA,235,0
01240MDEA,400,0
01240MDEA,485,0
01240MDEA,200,0
01240MDEA,360,1
01240MDEA,190,0
01240MDEA,485,0
01240MDEA,240,0
01240MDEA,220,0
01240MDEA,660,0
01240MDEA,380,0
01240MDEA,385,1
01240MDEA,540,1
01240MDEA,295,0
01240MDEA,425,1
01240MDEA,390,1
01240MDEA,382,1
01240MDEA,360,1
01240MDEA,390,1
01240MDEA,430,0
01240MDEA,190,0
01240MDEA,220,0
01240MDEA,405,1
01240MDEA,395,1
01240MDEA,784,1
01240MDEA,390,0
01240MDEA,315,0
01240MDEA,520,0
01240MDEA,415,1
01240MDEA,380,1
01240MDEA,340,0
01240MDEA,425,1
01240MDEA,660,1
01240MDEA,590,1
01240MDEA,680,0
01240MDEA,595,0
01240MDEA,640,1
01240MDEA,390,1
01240MDEA,315,0
01240MDEA,400,1
01240MDEA,400,0
01240MDEA,330,0
01240MDEA,335,0
01240MDEA,385,0
01240MDEA,600,0
01240MDEA,415,0
01240MDEA,375,1
01240MDEA,450,1
01240MDEA,485,1
01240MDEA,400,0
01240MDEA,470,0
01240MDEA,455,0
01240MDEA,410,1
01240MDEA,730,0
01240MDEA,565,1
01240MDEA,620,0
01240MDEA,385,1
01240MDEA,440,1
01240MDEA,455,1
01240MDEA,380,1
01240MDEA,385,1
01240MDEA,460,1
01240MDEA,397,1
01240MDEA,370,1
01240MDEA,375,1
01240MDEA,445,1
01240MDEA,400,0
01240MDEA,425,0
01240MDEA,710,1
01240MDEA,408,0
01240MDEA,405,1
01240MDEA,400,0
01240MDEA,393,1
01240MDEA,835,0
01240MDEA,800,1
01240MDEA,372,0
01240MDEA,655,0
01240MDEA,527,0
01240MDEA,655,1
01240MDEA,359,0
01240MDEA,301,0
01240MDEA,275,0
01240MDEA,451,1
01240MDEA,501,0
01240MDEA,350,0
01240MDEA,409,1
01240MDEA,408,0
01240MDEA,406,1
01240MDEA,399,1
01240MDEA,398,0
01240MDEA,395,0
01240MDEA,391,1
01240MDEA,529,1
01240MDEA,389,0
01240MDEA,389,0
01240MDEA,338,1
01240MDEA,360,0
01240MDEA,335,0
01240MDEA,410,0
01240MDEA,405,1
01240MDEA,377,0
01240MDEA,376,0
01240MDEA,373,0
01240MDEA,365,0
01240MDEA,386,0
01240MDEA,443,0
01240MDEA,410,0
01240MDEA,399,0
01240MDEA,450,0
01240MDEA,432,1
01240MDEA,426,0
01240MDEA,423,1
01240MDEA,415,0
01240MDEA,413,0
YT_Ethyl,790,1
YT_Ethyl,770,1
YT_Ethyl,513,0
YT_Ethyl,470,1
YT_Ethyl,468,1
YT_Ethyl,465,1
YT_Ethyl,461,1
YT_Ethyl,460,1
YT_Ethyl,453,0
YT_Ethyl,450,0
YT_Ethyl,449,0
YT_Ethyl,446,1
YT_Ethyl,425,0
YT_Ethyl,415,0
YT_Ethyl,410,1
YT_Ethyl,410,0
YT_Ethyl,400,0
YT_Ethyl,395,1
YT_Ethyl,600,1
YT_Ethyl,495,1
YT_Ethyl,480,1
YT_Ethyl,460,1
YT_Ethyl,450,1
YT_Ethyl,430,1
YT_Ethyl,530,1
YT_Ethyl,475,0
YT_Ethyl,442,1
YT_Ethyl,415,0
YT_Ethyl,385,0
YT_Ethyl,325,0
YT_Ethyl,310,0
YT_Fish,482,0
YT_Fish,478,0
YT_Fish,468,1
YT_Fish,468,1
YT_Fish,468,0
YT_Fish,465,0
YT_Fish,462,0
YT_Fish,456,0
YT_Fish,454,1
YT_Fish,448,0
YT_Fish,448,0
YT_Fish,439,0
YT_Fish,438,1
YT_Fish,437,0
YT_Fish,437,0
YT_Fish,435,0
YT_Fish,434,0
YT_Fish,432,0
YT_Fish,428,0
YT_Fish,427,0
YT_Fish,427,0
YT_Fish,421,0
YT_Fish,419,0
YT_Fish,418,0
YT_Fish,418,0
YT_Fish,398,0
YT_Fish,398,1
YT_Fish,382,0
YT_Fish,370,1
YT_Fish,362,0
YT_Fish,480,1
YT_Fish,470,1
YT_Fish,455,1
YT_Fish,450,1
YT_Fish,440,0
YT_Fish,285,0
YT_Fish,545,0
YT_Fish,480,1
YT_Fish,450,1
YT_Fish,450,1
YT_Fish,449,0
YT_Fish,445,0
YT_Fish,440,1
YT_Fish,440,1
YT_Fish,435,1
YT_Fish,425,1
YT_Fish,420,0
YT_Fish,395,0
YT_Fish,390,0
YT_Fish,380,0
YT_Fish,365,0
YT_Fish,320,0
YT_Fish,450,1
YT_Fish,445,1
YT_Fish,440,1
YT_Fish,440,1
YT_Fish,430,1
YT_Fish,420,1
YT_Fish,420,1
YT_Fish,415,1
YT_Fish,415,1
YT_Fish,400,1
YT_Fish,398,1
YT_Fish,390,1
YT_Fish,380,1
YT_Fish,335,0
YT_Fish,300,0
00747LIAR,730,0
00747LIAR,713,1
00747LIAR,692,1
00747LIAR,680,1
00747LIAR,664,0
00747LIAR,660,1
00747LIAR,630,1
00747LIAR,614,1
00747LIAR,440,0
00747LIAR,347,0
00747LIAR,246,0
00747LIAR,243,0
00747LIAR,233,0
YT_Fox,520,1
YT_Fox,510,1
YT_Fox,510,1
YT_Fox,460,1
YT_Fox,460,1
YT_Fox,440,1
YT_Fox,440,1
YT_Fox,430,1
YT_Fox,430,1
YT_Fox,420,1
YT_Fox,420,1
YT_Fox,410,1
YT_Fox,410,1
YT_Fox,410,1
YT_Fox,400,1
YT_Fox,400,1
YT_Fox,390,1
YT_Fox,390,1
YT_Fox,370,1
YT_Fox,360,1
YT_Fox,599,1
YT_Fox,488,1
YT_Fox,485,1
YT_Fox,459,1
YT_Fox,454,1
YT_Fox,450,1
YT_Fox,443,1
YT_Fox,441,1
YT_Fox,424,1
YT_Fox,416,1
YT_Fox,415,1
YT_Fox,412,1
YT_Fox,409,1
YT_Fox,409,1
YT_Fox,408,1
YT_Fox,405,0
YT_Fox,404,1
YT_Fox,402,1
YT_Fox,398,1
YT_Fox,396,1
YT_Fox,395,0
YT_Fox,394,0
YT_Fox,393,0
YT_Fox,392,1
YT_Fox,392,0
YT_Fox,390,1
YT_Fox,390,1
YT_Fox,388,0
YT_Fox,388,0
YT_Fox,387,0
YT_Fox,386,0
YT_Fox,382,1
YT_Fox,381,0
YT_Fox,380,0
YT_Fox,379,0
YT_Fox,377,1
YT_Fox,376,0
YT_Fox,374,0
YT_Fox,371,0
YT_Fox,367,0
YT_Fox,366,0
YT_Fox,365,0
YT_Fox,364,0
YT_Fox,362,0
YT_Fox,360,0
YT_Fox,360,0
YT_Fox,354,0
YT_Fox,351,1
YT_Fox,350,1
YT_Fox,350,0
YT_Fox,347,0
YT_Fox,342,0
YT_Fox,341,0
YT_Fox,336,0
YT_Fox,329,0
YT_Fox,329,0
YT_Fox,326,0
YT_Fox,314,1
YT_Fox,754,1
YT_Fox,462,1
YT_Fox,455,1
YT_Fox,453,1
YT_Fox,439,1
YT_Fox,435,1
YT_Fox,424,1
YT_Fox,421,1
YT_Fox,420,0
YT_Fox,420,1
YT_Fox,420,1
YT_Fox,418,1
YT_Fox,415,1
YT_Fox,405,1
YT_Fox,404,1
YT_Fox,403,0
YT_Fox,400,0
YT_Fox,398,1
YT_Fox,397,1
YT_Fox,395,0
YT_Fox,392,1
YT_Fox,390,1
YT_Fox,386,1
YT_Fox,373,1
YT_Fox,370,0
YT_Fox,364,1
YT_Fox,360,1
YT_Fox,355,1
YT_Fox,351,0
YT_Fox,349,0
YT_Fox,330,0
YT_Fox,325,0
YT_Fox,300,1
YT_Fox,570,1
YT_Fox,459,1
YT_Fox,450,1
YT_Fox,445,1
YT_Fox,435,1
YT_Fox,435,1
YT_Fox,430,1
YT_Fox,421,1
YT_Fox,410,1
YT_Fox,409,1
YT_Fox,405,1
YT_Fox,405,1
YT_Fox,400,1
YT_Fox,385,1
YT_Fox,320,0
YT_Frances,930,1
YT_Frances,630,1
YT_Frances,620,1
YT_Frances,620,1
YT_Frances,610,1
YT_Frances,570,0
YT_Frances,550,0
YT_Frances,530,1
YT_Frances,525,1
YT_Frances,510,1
YT_Frances,510,1
YT_Frances,500,0
YT_Frances,560,1
YT_Frances,540,1
YT_Frances,520,1
YT_Frances,520,1
YT_Frances,450,1
YT_Frances,420,1
YT_Frances,410,1
YT_Frances,400,0
YT_Frances,370,0
YT_Frances,640,1
YT_Frances,640,1
YT_Frances,630,1
YT_Frances,630,1
YT_Frances,630,1
YT_Frances,620,1
YT_Frances,620,1
YT_Frances,620,1
YT_Frances,620,1
YT_Frances,610,1
YT_Frances,580,1
YT_Frances,580,1
YT_Frances,570,1
YT_Frances,530,1
YT_Frances,480,1
YT_Frances,460,1
YT_Frances,445,0
00699FRAN,751,0
00699FRAN,650,0
00699FRAN,642,0
00699FRAN,632,0
00699FRAN,631,0
00699FRAN,615,1
00699FRAN,610,0
00699FRAN,604,0
00699FRAN,604,1
00699FRAN,574,1
00699FRAN,574,0
00699FRAN,560,0
00699FRAN,558,0
00699FRAN,551,0
00699FRAN,545,1
00699FRAN,520,1
00699FRAN,515,0
00699FRAN,515,0
00699FRAN,504,0
00699FRAN,502,0
00699FRAN,496,0
00699FRAN,485,0
00699FRAN,485,0
00699FRAN,481,0
00699FRAN,480,0
00699FRAN,478,0
00699FRAN,455,0
00699FRAN,339,0
00699FRAN,604,0
00699FRAN,751,0
00699FRAN,631,0
00699FRAN,820,0
00699FRAN,740,0
00699FRAN,690,1
00699FRAN,630,0
00699FRAN,612,0
00699FRAN,589,0
00699FRAN,582,0
00699FRAN,565,1
00699FRAN,500,0
00699FRAN,480,0
00699FRAN,443,0
00699FRAN,407,0
00699FRAN,326,0
00699FRAN,281,0
00699FRAN,280,0
00699FRAN,240,0
00699FRAN,582,0
YT_Frenchmen,584,1
YT_Frenchmen,564,1
YT_Frenchmen,558,0
YT_Frenchmen,517,1
YT_Frenchmen,495,1
YT_Frenchmen,488,1
YT_Frenchmen,445,1
YT_Frenchmen,439,1
YT_Frenchmen,432,0
YT_Frenchmen,419,1
YT_Frenchmen,415,1
YT_Frenchmen,409,1
YT_Frenchmen,387,0
YT_Frenchmen,650,1
YT_Frenchmen,615,1
YT_Frenchmen,553,0
YT_Frenchmen,551,0
YT_Frenchmen,525,1
YT_Frenchmen,525,0
YT_Frenchmen,505,1
YT_Frenchmen,495,0
YT_Frenchmen,485,0
YT_Frenchmen,480,0
YT_Frenchmen,475,0
YT_Frenchmen,455,0
YT_Frenchmen,440,0
YT_Frenchmen,425,0
YT_Frenchmen,405,0
YT_Frenchmen,395,0
YT_Frenchmen,385,0
YT_Frenchmen,377,0
YT_Frenchmen,602,1
YT_Frenchmen,484,1
YT_Frenchmen,343,1
00654TAKL,662,1
00654TAKL,552,0
00654TAKL,550,1
00654TAKL,537,1
00654TAKL,510,1
00654TAKL,500,1
00654TAKL,494,0
00654TAKL,476,1
00654TAKL,474,1
00654TAKL,451,1
00654TAKL,445,1
00654TAKL,444,1
00654TAKL,426,0
00654TAKL,425,1
00654TAKL,423,1
00654TAKL,421,0
00654TAKL,414,1
00654TAKL,412,1
00654TAKL,410,1
00654TAKL,408,1
00654TAKL,406,1
00654TAKL,406,1
00654TAKL,396,0
00654TAKL,395,1
00654TAKL,350,0
00654TAKL,340,0
00654TAKL,662,1
00654TAKL,552,1
